timestamp	x	y	z
7420	5.685	-5.511	3.708
7430	8.208	-4.34	3.856
7440	8.871	-2.739	4.718
7450	8.014	-1.352	5.604
7460	6.185	-0.728	5.613
7470	4.61	-0.479	5.676
7480	2.45	-0.122	5.216
7490	0.554	0.235	4.902
7500	-1.069	-0.196	5.305
7510	-2.729	-1.206	6.257
7520	-4.603	-2.301	7.387
7530	-5.398	-3.498	8.484
7540	-6.159	-3.165	8.549
7550	-5.31	-2.7	7.44
7560	-4.843	-2.119	6.387
7570	-4.244	-1.934	5.908
7580	-3.636	-2.054	5.814
7590	-2.482	-2.384	5.692
7600	-1.601	-3.256	6.042
7610	0.18	-5.688	6.794
7620	0.901	-6.194	7.531
7630	0.856	-6.217	7.641
7640	1.346	-6.507	7.742
7650	1.794	-7.122	7.818
7660	1.83	-7.723	8.041
7670	2.065	-8.458	8.182
7680	2.826	-9.866	8.374
7690	4.057	-12.22	9.76
7700	6.326	-15.976	11.237
7710	9.269	-20.061	12.616
7720	11.878	-20.523	12.667
7730	15.19	-20.523	12.353
7740	16.415	-20.523	11.525
7750	16.415	-20.523	9.135
7760	16.415	-20.523	3.696
7770	16.415	-20.523	-3.085
7780	12.058	-20.523	-10.377
7790	-2.975	-19	-15.872
7800	-22.811	-5.952	-23.167
7810	-22.811	8.933	-23.167
7820	-22.811	18.703	-23.167
7830	-22.811	18.703	-23.167
7840	-22.811	18.703	-22.995
7850	-22.811	18.703	-15.276
7860	-22.811	17.6	-5.855
7870	-22.811	7.181	3.509
7880	-22.811	2.076	4.452
7890	-22.153	0.075	1.641
7900	-16.04	0.345	-0.631
7910	-11.848	0.51	-2.07
7920	-8.18	0.537	-1.864
7930	-5.252	0.604	-2.086
7940	-2.427	-0.287	-1.778
7950	-0.476	-1.841	-1.452
7960	0.894	-2.32	-0.626
7970	1.799	-2.99	-0.425
7980	3.748	-4.216	-0.434
7990	5.474	-5.657	0.004
8000	7.121	-7.182	1.146
8010	8.608	-9.196	2.422
8020	9.704	-12.438	4.225
8030	9.063	-15.833	6.461
8040	6.956	-19.163	8.635
8050	4.183	-20.523	10.83
8060	1.15	-20.523	12.923
8070	-1.577	-20.523	14.142
8080	-2.527	-19.778	13.73
8090	-2.276	-16.613	11.608
8100	-1.797	-12.658	9.032
8110	-1.785	-8.521	6.557
8120	-1.651	-5.08	4.974
8130	-1.294	-2.456	3.904
8140	-0.954	-0.488	3.303
8150	-0.581	0.865	2.956
8160	-0.026	1.123	2.764
8170	1.059	0.024	2.455
8180	1.497	-2.461	3.143
8190	1.983	-7.355	5.633
8200	3.82	-14.753	9.686
8210	7.195	-20.523	13.27
8220	10.938	-20.523	16.059
8230	14.148	-20.523	16.059
8240	14.926	-20.523	12.207
8250	13.334	-20.523	6.171
8260	9.393	-20.523	-2.479
8270	3.666	-20.523	-10.464
8280	-5.786	-20.523	-18.661
8290	-22.723	-20.523	-23.167
8300	-22.811	-10.163	-23.167
8310	-22.811	10.092	-23.167
8320	-22.811	13.099	-23.167
8330	-22.811	18.703	-23.167
8340	-22.811	18.703	-18.005
8350	-22.811	18.703	-9.173
8360	-22.811	9.91	-3.808
8370	-22.811	0.103	3.336
8380	-17.831	-4.458	5.633
8390	-7.826	-7.278	5.063
8400	-1.292	-7.652	5.958
8410	3.427	-7.082	6.861
8420	6.037	-6.689	8.058
8430	5.488	-4.664	8.711
8440	4.823	-2.538	8.142
8450	4.002	-0.699	6.911
8460	2.464	1.315	5.623
8470	0.077	3.388	3.832
8480	-2.185	5.28	2.218
8490	-4.089	6.443	1.129
8500	-5.798	6.642	1.009
8510	-7.328	6.17	1.06
8520	-8.384	5.507	1.376
8530	-9.104	4.633	1.85
8540	-9.387	3.417	2.467
